1|ver1|20|1.5266749858976028|1.468539244174559|1.4461155788462492
1|ver2|20|0.002957198228389757|1.435311185059834|0.00042354603070293706
1|ver3|20|1.4299996760793363|0.0023374431756280956|0.0003455483029028983
1|ver4|20|0.0029449721981222865|0.09920684863108704|0.00029859955661208913
2|ver1|20|1.500076101606794|1.4567775462930512|1.4370103267490548
2|ver2|20|0.002136118577107027|1.5036930116880285|0.0004108262189447487
2|ver3|20|1.4955724981868457|0.0018881019986793034|0.00034132153314203606
2|ver4|20|0.0018796879616729712|0.0972971387533903|0.00033928715324691436
1|ver1|20|1.5151865467054193|1.4620599419154927|1.452298552943637
1|ver2|20|0.00363275059214061|1.447095675896037|0.0004586440206679754
1|ver3|20|1.42845408068942|0.002296459310048249|0.00033989944238328463
1|ver4|20|0.003070609966351867|0.09452044729495128|0.00027438451121497565
2|ver1|20|1.3230490099878067|1.2856450406164925|1.2692768352476265
2|ver2|20|0.0019915195987664446|1.2634840473018698|0.0004446601282438678
2|ver3|20|1.253573891835731|0.001725667632092609|0.0003626528945005703
2|ver4|20|0.0028263066248769065|0.09439352569478388|0.0002819689952730187
1|ver1|20|1.527433809575723|1.4717464143561698|1.457974749198496
1|ver2|20|0.00377470290154065|1.4655952397881975|0.00046798636689970863
1|ver3|20|1.4804294437570888|0.0028158187055623784|0.00033984018860451216
1|ver4|20|0.0032238599967286063|0.0959601364259072|0.00030235229613708727
2|ver1|20|1.1548082073597812|1.1136983682298536|1.100862893069825
2|ver2|20|0.0019566586239591287|1.1126359281749387|0.00043523877694156
2|ver3|20|1.0962176336093647|0.0017829462876306934|0.00034381019196416673
2|ver4|20|0.0025095359085980816|0.09118961447118182|0.0003136500171763146
2|ver1|20|1.516814524602958|1.453798127896522|1.4328487361563447
2|ver2|20|0.002257253057891262|1.5105195213558602|0.00045161257190500236
2|ver3|20|1.5068779617015196|0.001998630052577255|0.00032508599698530813
2|ver4|20|0.002708055828105671|0.09560680612638635|0.00032443420537902056
1|ver1|20|1.5632000044242829|1.487056682957504|1.484201816009903
1|ver2|20|0.0032874195531150006|1.4585576879016373|0.00044021609459719
1|ver3|20|1.4390921096084413|0.00238255505467464|0.0003695263331650267
1|ver4|20|0.003454475714642058|0.09608907265459266|0.0003247304743126733
2|ver1|20|1.525959140962368|1.4713516261607764|1.4412344695838328
2|ver2|20|0.0021306672292325858|1.44554749309101|0.00041404567439258245
2|ver3|20|1.412905730393709|0.0017367875917670972|0.00032374291129144694
2|ver4|20|0.0023851029672528057|0.09114353478037174|0.00031029230284502775
